0,1,2,3,4,5,6,7,8,9,10,11,12,target
-0.97435445,-1.0156975,-2.277649,-0.7973934,3.3504832,-0.6020356,-0.714445,-1.7622937,1.6017901,-0.98377097,1.521567,0.69757855,-0.094606034,1
-0.8727368,-0.6256444,-0.52178866,0.29992113,0.19533634,-1.7657075,-0.9840986,0.13880013,-0.21451662,-0.8934777,-0.2061354,-1.1316152,0.39552015,1
1.1215081,-0.7185142,1.2340716,1.7020452,-0.9221116,1.1046833,0.9242191,-1.1837,0.50152737,-0.7444937,1.891129,0.8292805,-1.0877564,1
0.65152687,-0.5792095,-0.40727603,1.3972356,-0.85637933,-0.5554887,-0.13365269,-0.68776244,-0.96548957,-0.5819658,0.13570945,0.2732056,-0.8878366,1
0.016416991,-0.56992257,0.9668755,3.226093,2.5616965,1.6477302,0.95533293,-1.1837,0.65870774,-0.75803775,1.6601527,1.3268212,0.7663393,1
-1.2919093,-1.1085672,-0.17825079,0.4828069,0.06387188,1.7718552,0.17748606,-1.84495,0.11730863,-0.82124305,0.1819047,0.7853799,0.44711238,1
-1.6729753,-0.37489602,-1.6287441,-1.041241,-0.19905703,-0.9744106,-0.41367757,-0.10916864,-0.7559157,-0.5548778,1.2905908,-0.6633416,-1.0297152,1
0.067225784,-1.2850199,-2.4303324,-1.041241,-0.9221116,-0.4468793,0.063401856,-0.9357312,-0.21451662,-0.19370466,1.1058097,-0.16580088,-1.1457977,1
-1.4443357,0.5630887,-0.4454469,-0.43162188,0.7869264,-0.8037387,-0.67295986,0.6347377,-1.1052054,-1.0740643,0.043318942,-0.10726669,-0.79755014,1
-0.821928,-1.201437,-1.5142314,-1.4070126,2.3644998,-0.52445745,-0.12328139,-0.026512384,2.0558667,-0.7354644,0.50527143,-0.41457123,0.008578425,1
-0.35194674,1.4732126,0.20345797,1.0924261,0.06387188,0.9184958,0.60270905,0.6347377,0.6412432,-1.1101816,1.1058097,0.7853799,-0.9168572,1
-1.2411005,-1.2664459,-1.323377,-0.1268123,-0.9221116,0.28235513,0.30194157,-0.43979365,-0.26691008,-1.1417842,1.9835194,0.77074635,-1.5133923,1
-0.32654235,-0.43990487,-0.55995953,-0.18777421,-0.9221116,-0.058988653,0.58196646,-0.7704187,0.32688248,-0.5097312,0.96722394,0.8000134,-0.10750409,1
-1.139483,-1.0714194,0.6233376,1.3972356,-1.4479693,-0.36930117,-0.40330628,0.38676888,-0.31930354,-1.2772242,1.6601527,0.18540432,-0.37836328,1
0.09263018,1.4639256,-0.101909034,0.9400213,-0.98784375,-0.9123481,-0.39293498,2.1225502,0.06491517,-0.10341138,-0.51102406,-0.85357773,-0.74918246,1
-1.4443357,-1.2943068,0.89053375,-0.43162188,-0.3962537,-0.058988653,0.25008512,-1.1010437,1.3398228,-0.8934777,-0.74200034,0.71221215,-0.7330599,1
-0.39005333,-1.210724,-0.40727603,-0.43162188,-0.067592576,-0.058988653,-0.029939767,-0.43979365,-0.21451662,-1.0876082,1.2905908,0.8292805,-0.9587759,1
-1.0378654,-0.6256444,-0.14007992,1.0314641,-0.6591826,-0.71064496,-0.28922206,0.6347377,-0.039871752,-1.1643575,1.7525432,-0.487739,-0.8136727,1
-1.6856775,-0.56992257,1.0432172,2.0068548,-0.7906471,-0.49342617,-0.37219238,0.38676888,-0.42409047,-1.0966376,1.891129,0.9024483,-0.59763026,1
-1.6983796,-0.20773041,0.43248323,0.6656926,-1.053576,-0.4468793,-0.28922206,1.0480189,-0.406626,-1.0063443,0.22809994,0.22930497,-0.21713758,1
-1.139483,-0.8856798,-0.17825079,1.2753118,-1.9738272,-0.058988653,-0.39293498,0.5520814,-0.35423252,-1.4848988,0.5514667,0.9024483,-0.39448586,1
-1.139483,-0.4213309,-0.101909034,-0.2792171,-1.2507727,-0.9899262,-0.4862766,1.378644,0.09984414,-1.1869309,0.597662,-0.47310543,-0.86204046,1
-1.2411005,-0.7185142,0.27979973,0.7876165,-0.9221116,-1.2226605,-0.7455589,1.2133315,0.082379654,-0.6451711,0.4590762,0.08296947,-0.9587759,1
-0.36464894,-0.6999402,-0.3309343,0.391364,-1.316505,-1.33127,-0.52776176,1.8745815,0.06491517,-0.8934777,0.043318942,-0.78041,-0.8136727,1
-0.8727368,0.5073669,-0.48361778,-0.43162188,-0.7906471,0.328902,0.29157028,-0.8530749,0.7111012,-1.2997975,0.92102873,1.0341502,-1.4746982,1
-1.7237841,-0.27273926,-0.25459254,-0.43162188,-0.1333248,1.2132927,0.30194157,-1.514325,-0.406626,-0.8031844,0.96722394,0.53660953,-1.2973498,1
-0.64409727,-0.7092272,-0.55995953,-0.1268123,4.073538,0.40648013,0.31231287,-0.27448115,2.96402,-1.0966376,0.96722394,0.05370237,0.6115626,1
-1.4824424,-0.15200855,1.5012678,0.63521165,2.2330353,-0.9899262,-1.0152125,-1.7622937,-0.039871752,-1.1417842,-0.002876308,-0.487739,-0.39448586,1
-0.8727368,-0.81138396,-1.3997188,-1.041241,-0.98784375,0.48405826,0.5508526,-0.5224499,0.32688248,-0.9611977,1.2905908,0.21467142,-1.0297152,1
-0.77111924,-1.1271412,-0.94166833,-0.2792171,-0.7906471,1.989074,1.847264,-0.9357312,0.6412432,-0.23885131,0.41288096,0.25857207,-0.28162786,1
-0.8727368,0.8231241,-0.52178866,-0.43162188,-0.7906471,0.949527,1.0590459,0.80005014,2.1431892,-1.2320775,2.1683004,0.34637338,-1.1006545,1
-1.139483,-0.18915646,-2.4685032,-0.5840267,-0.19905703,-0.012441776,0.20859994,-0.7704187,-0.31930354,-0.7806111,1.4753717,0.53660953,-0.12040215,1
-0.4789687,-0.8763928,-1.7050859,-0.2792171,-0.7906471,-1.2226605,-0.6314747,-0.5224499,-0.406626,-1.1643575,0.41288096,0.25857207,-0.59763026,1
-0.80922586,0.15446171,0.43248323,0.4828069,-0.1333248,0.4995739,0.1463722,-0.10916864,-0.47648394,-1.0063443,-0.6958051,1.1512187,-0.99747,1
-1.4697402,-0.5234877,-1.7814276,0.025592502,-0.9221116,0.40648013,-0.34107852,0.13880013,-0.28437456,-1.3404294,-0.049071558,-0.22433509,-1.0716338,1
-0.5932885,-0.5142007,-1.3997188,0.33040208,-0.98784375,-0.058988653,-0.05068235,-0.27448115,-0.17958765,-0.943139,0.41288096,1.4292561,-0.24293369,1
-0.7076083,0.24733149,-0.2927634,0.7876165,-0.6591826,-0.8658012,-0.13365269,2.5358315,-0.28437456,-1.0514909,-0.41863358,1.0341502,-1.3940853,1
-0.9235456,-0.5142007,-0.8653266,-0.1268123,-1.316505,-0.9123481,0.063401856,0.13880013,0.082379654,-0.7354644,0.22809994,0.8439141,-0.765305,1
-0.32654235,-0.49562672,-0.25459254,0.9400213,-1.053576,-1.33127,-0.21662302,1.0480189,0.082379654,-0.7806111,-0.32624307,-0.25360218,-0.83624434,1
-0.9616522,-0.9228277,-1.5524024,-0.1268123,-0.5277182,0.18926136,0.07377315,0.30411264,0.8682816,-1.0514909,-0.41863358,0.6244108,-1.4037589,1
-1.7364863,-0.86710584,1.3485843,0.17799729,-0.3962537,0.77885514,0.9864468,-0.5224499,1.5843256,-1.0740643,0.043318942,0.97561604,-0.21713758,1
-1.9270192,1.3524818,-2.0104527,0.025592502,0.45826524,1.4615427,0.6338229,-0.9357312,3.4879546,-0.9611977,-0.92678136,0.31710628,-0.59763026,1
-0.5805863,0.13588776,-0.67447215,0.4828069,-0.7906471,0.48405826,0.31231287,-0.7704187,-0.6336643,-1.3675175,-0.23385257,0.2732056,-1.3618401,1
-1.5459533,0.3680622,2.1883435,0.17799729,0.19533634,-0.75719184,0.063401856,2.0398939,-0.9305606,-0.5548778,1.2905908,-0.13653378,-0.4525271,1
-1.9905303,-1.4336115,0.58516675,0.4828069,-0.7906471,0.37544888,0.042659275,0.5520814,-0.2494456,-0.8799337,0.69005245,-0.41457123,-1.0103681,1
-1.139483,-0.8299579,0.58516675,0.9400213,-1.053576,0.4995739,0.33305544,0.6347377,-0.9480251,-0.9611977,-0.09526681,0.87318116,-1.1683693,1
-2.4732137,-0.7185142,-0.55995953,0.63521165,-0.98784375,0.34441763,0.20859994,1.378644,0.74603015,-1.4126642,3.5079627,0.40490758,-1.09743,1
-1.4697402,-0.7556621,-1.361548,0.42184496,-0.9221116,-0.40033242,-0.38256368,-0.43979365,-0.09226522,-1.3900908,-0.002876308,1.0780509,-0.8136727,1
-0.7076083,-0.6256444,-0.5981304,0.9400213,0.5239975,-0.36930117,0.1256296,-0.10916864,0.047450684,-1.3404294,0.50527143,0.53660953,-1.2973498,1
-0.26303136,1.0645856,-1.3997188,-1.041241,-1.316505,-0.94337934,-0.7455589,0.6347377,-1.3147793,-0.7354644,-1.1577576,-0.6926087,-1.2102879,1
-1.2411005,1.0645856,-1.323377,-0.1268123,-0.85637933,-0.36930117,-0.34107852,0.13880013,0.50152737,-1.6925733,-0.09526681,0.6683115,-0.5911812,1
-1.9397215,0.108026825,0.27979973,0.17799729,-0.26478925,1.0271052,0.85162,-0.27448115,0.4316694,-0.8031844,-0.6958051,1.1658522,-0.39448586,1
-1.7999972,-0.2170174,3.3716407,2.7688787,1.247052,1.4615427,3.226646,0.96536267,0.50152737,0.43834838,-0.09526681,1.6048586,-0.91040814,1
-0.7076083,1.9932833,1.4630969,2.1592596,0.12960412,-0.058988653,0.16711478,0.6347377,0.22209555,-1.3314002,-0.14146206,0.77074635,-1.2328596,1
0.09263018,3.2655993,-0.82715565,0.63521165,-0.9221116,0.59266764,0.706422,-0.43979365,0.74603015,-1.0966376,-1.0191718,0.7414792,-1.1844919,1
-1.4062291,1.8818395,0.16528709,0.4828069,-1.1850405,0.96504265,1.100531,-1.1837,2.3178341,-1.0063443,-0.92678136,1.531691,-1.1844919,1
-1.1521852,-0.11486064,-0.67447215,0.4828069,-0.98784375,0.5616364,0.706422,0.13880013,-0.406626,-1.024403,-0.41863358,1.0048832,-1.1909409,1
-0.69490606,-0.6999402,-0.21642166,0.63521165,-0.9221116,0.77885514,1.2249866,0.30411264,0.32688248,-0.49167255,-1.2039528,0.36100692,-1.2747782,1
-1.5078467,-0.14272158,1.6539513,2.7688787,-0.5277182,-0.16759804,0.28119898,1.8745815,0.309418,-0.91605103,0.089514196,-0.22433509,-0.90718365,1
-0.77111924,-0.60707045,-0.17825079,1.5496404,-0.7906471,-0.027957402,0.4989961,0.38676888,0.5539208,-1.3133415,-0.2800478,0.2732056,-1.3070234,1
-1.1902918,1.8725526,0.12711622,0.7876165,-1.316505,-0.21414492,-0.2269943,0.5520814,-0.406626,-1.0966376,-0.74200034,-0.034098934,-0.539589,1
-0.14871158,-0.86710584,-0.101909034,-0.43162188,1.4442487,-1.1295668,-0.7455589,-1.1837,-1.1226699,-0.4194379,-0.8805861,-1.9071933,-0.37836328,2
-0.12330718,0.65595853,0.20345797,0.17799729,0.26106855,-1.455395,-0.7766728,-0.9357312,-1.3147793,0.1674685,-0.97297657,-1.7169572,-0.7008147,2
-0.21222256,0.024444027,0.20345797,1.3972356,-0.1333248,-1.6881294,-0.91149956,-0.68776244,-1.3147793,0.30290845,-1.3425386,-1.8047585,-0.6040793,2
-0.35194674,1.1760292,0.050774466,0.63521165,0.39253303,-0.83476996,-0.7974154,-1.514325,-1.2973149,-0.013118082,-0.78819555,-1.9071933,-0.47509873,2
-0.5932885,-0.9692626,-0.36910516,-0.5840267,-0.98784375,-0.36930117,-1.4404354,2.0398939,-0.5812709,0.19004183,-0.92678136,-1.5852553,-0.313873,2
-0.4789687,0.1637487,-0.55995953,-0.2792171,-0.3962537,-0.95889497,-1.3574651,2.2878628,-1.1226699,0.9349615,-1.0191718,-1.4828204,-0.16876987,2
-0.9235456,2.2626057,0.73785025,0.4828069,-0.72491485,-1.33127,-1.5545197,1.4613003,-1.3671728,-0.5323045,-0.92678136,-1.9364605,-0.088157006,2
-0.5678841,2.9962769,1.119559,1.7020452,-0.26478925,-0.69512933,-1.4196929,2.2878628,-0.8432382,-0.013118082,-0.6034146,-1.3218514,-0.74918246,2
0.65152687,1.2131772,-0.5981304,0.025592502,-0.7906471,-0.95889497,-1.5441483,1.8745815,-1.2274569,0.30290845,-0.6496098,-1.1316152,-0.539589,2
-0.17411597,0.6280976,1.0050464,1.3972356,0.06387188,0.12719886,-1.4196929,1.4613003,-1.3497083,-0.0492354,-0.2800478,-0.64870805,-0.5073439,2
-0.059796195,0.4887929,1.3485843,0.4828069,-0.26478925,-1.08302,-1.5234058,1.4613003,-1.4544952,-0.19370466,-0.8343908,-0.41457123,-0.47509873,2
0.4863983,0.25661847,0.012603591,0.17799729,-0.72491485,-1.3002387,-1.5234058,0.13880013,-1.6466045,0.2577618,-1.1577576,-0.18043444,0.10531385,2
0.6896335,0.8231241,1.424926,1.2448308,-0.19905703,-1.0675043,-1.5026631,1.2133315,-1.803785,-0.30657127,-0.2800478,-0.78041,-0.7330599,2
0.81665546,2.476206,0.012603591,0.17799729,-0.5277182,-0.36930117,-1.212267,0.96536267,-0.9829541,-0.28399795,-0.18765731,-0.7950435,-0.6363244,2
-0.9235456,1.4824995,-0.55995953,-0.2792171,0.7869264,-1.33127,-1.2330096,-0.5224499,-0.7733802,1.4360893,-1.3887339,-0.86821127,0.3471524,2
0.23235434,1.1946032,-0.7508139,0.4828069,0.12960412,-1.1450825,-1.4715493,0.6347377,-0.49394843,-0.46458456,-1.6197101,-1.3364849,0.26653957,2
1.1469126,2.559789,-0.4454469,0.17799729,-1.316505,-1.951895,-1.6893464,0.38676888,-1.5767466,-0.05826473,-1.7121006,-1.8486592,-1.0716338,2
-0.13600938,2.1604488,0.508825,0.63521165,-0.9221116,-0.83476996,-1.3678364,0.96536267,-1.2623858,1.1832681,-1.8968816,-1.073081,-0.39448586,2
0.43558952,0.8881329,0.12711622,0.63521165,-0.5277182,-0.47791055,-1.2537522,0.80005014,-0.5812709,1.5308973,-1.8506863,-1.4242862,-0.313873,2
0.13073677,1.5010735,0.050774466,0.63521165,0.8526586,-1.284723,-0.6003608,-0.10916864,-0.7733802,1.9733343,-1.7582959,-1.8486592,-0.6363244,2
0.6642291,0.77668923,1.0432172,1.3972356,1.5099809,-1.3002387,-0.41367757,-1.1010437,-0.5812709,1.6121612,-1.6659054,-1.8925598,-0.79755014,2
-0.23762695,0.35877523,0.508825,0.7876165,0.7869264,-1.1761137,-0.6314747,-0.9357312,-0.56380635,2.6053874,-2.1740532,-1.6437894,-0.86204046,2
0.16884336,-0.35632205,1.5394386,1.85445,1.0498554,-0.058988653,-0.714445,-0.7704187,-0.039871752,0.9349615,-1.5735148,-1.8486592,-1.0393888,2
0.32126972,0.9438548,-0.25459254,-0.2792171,-0.1333248,-0.6796137,-1.1811532,2.1225502,0.50152737,2.4789767,-1.804491,-1.5852553,-0.23326014,2
-0.50437313,-0.9228277,-0.94166833,0.17799729,0.19533634,-1.1761137,-1.4404354,1.4613003,-0.31930354,1.1606947,-1.7121006,-1.526721,-0.34611815,2
0.24505655,2.6990936,-0.101909034,0.7876165,-0.46198595,-0.77270746,-1.388579,2.1225502,-0.05733624,1.2961347,-1.6197101,-1.6291559,-0.07203443,2
1.0961038,1.705387,0.12711622,0.025592502,-0.72491485,-0.6796137,-1.1811532,1.0480189,-0.039871752,1.7972624,-1.7582959,-1.395019,-0.86204046,2
-0.66950166,0.6931064,1.119559,2.3116643,-0.19905703,-0.52445745,-1.4404354,2.2878628,-0.7733802,1.1155481,-1.2963433,-1.2633171,0.42776528,2
1.7312137,-0.56063557,1.3485843,1.7020452,-0.1333248,0.8719489,-0.68333113,1.4613003,1.9510798,3.5986137,-1.7582959,-0.9267455,-0.28162786,2
0.6388247,-0.56992257,1.119559,0.9400213,-0.72491485,0.5616364,-0.9011283,1.378644,1.2350358,3.0342805,-1.7582959,-1.1901494,-0.41060844,2
-0.78382146,1.4360646,0.12711622,0.4828069,-0.7906471,0.09616761,-1.0878115,1.2133315,-0.9480251,1.1832681,-1.804491,-1.4828204,-0.7330599,2
0.9055708,0.9067069,0.73785025,0.17799729,0.45826524,-0.63306683,-1.4611781,1.2133315,-1.3671728,0.3841724,0.043318942,-1.1316152,-0.21713758,2
