num__lights,num__T1,num__RH_1,num__T2,num__RH_2,num__T3,num__RH_3,num__T4,num__RH_4,num__T5,num__RH_5,num__T6,num__RH_6,num__T7,num__RH_7,num__T8,num__RH_8,num__T9,num__RH_9,num__T_out,num__Press_mm_hg,num__RH_out,num__Windspeed,num__Visibility,num__Tdewpoint,num__rv1,num__rv2,num__hour,num__day,num__month,num__weekday
2.0363154,0.74799234,0.21565236,0.79580563,-0.051526498,-0.24091074,1.0350887,0.39723092,0.92528737,0.18659745,0.8152264,-0.81141645,1.2009686,-0.069787286,0.47342694,0.64523727,0.23545863,-0.49116603,-0.23596796,-0.7760045,-0.9437987,1.1136341,-0.8347432,-0.16196778,-0.2447655,1.4742575,1.4742575,1.3745577,-0.6029474,-0.8257716,-0.0023376218
0.77904093,-2.1755736,-0.5655614,-1.5379395,-0.2081517,-1.9378928,-0.44544974,-1.9319541,-0.54336524,-1.7163079,-0.22803098,-1.7184937,1.2232304,-1.7826309,-1.0455742,-1.7033077,-0.14035681,-1.7320404,-1.1658527,-1.7923313,0.59065485,0.58558595,-0.42505193,1.7975166,-1.8080959,-1.30258,-1.30258,-0.35484588,0.4595485,-1.572751,-0.50560635
-0.47823364,0.25553665,0.2667121,0.52320725,0.02266439,-0.58529824,1.0463983,-0.18953517,0.66374654,0.35696653,-0.7110069,-0.7140342,1.3366792,-0.31447923,1.5654408,-1.0040314,1.5900378,-0.7393409,0.80172074,-0.39958715,1.123388,-0.22333878,-0.015360616,-1.1205645,-0.58461994,0.33685237,0.33685237,0.077505015,-0.012671906,-1.572751,1.0041997
-0.47823364,0.3178728,-0.6242801,0.58378464,-1.2987578,0.008645434,-0.8124999,0.6085317,-0.54336524,0.71933883,1.689884,0.9595178,-1.720876,0.54814446,-1.0797045,-0.23653308,-0.71544725,0.3526286,-1.2148362,1.0025674,1.3692648,-1.8299532,0.05292127,0.14816642,-0.13281345,-1.4792825,-1.4792825,0.79808986,0.3414934,0.6681874,-1.008875
-0.47823364,-0.11848031,-0.29494488,-0.66259575,0.55024403,0.05855667,-0.3909577,-0.17165586,0.17393771,0.76981854,3.0213807,-0.007192389,0.38435054,-0.0090089645,-0.16618118,0.47809318,-0.050058637,0.3526286,-0.3781006,-0.19255762,-0.16746539,0.92263794,-0.6298976,-0.52849,0.39895877,-0.15825793,-0.15825793,-0.35484588,1.7581546,-0.07879211,-0.0023376218
0.77904093,-0.43016112,0.15778467,-0.4808635,0.3416852,-0.9729422,0.8531058,-0.76167274,0.17548528,0.17698227,4.3827567,-0.8168874,0.9879844,-0.2723817,0.12062246,0.18473825,-0.3244754,-0.9875158,-0.9410101,-0.983034,-1.4218926,0.7091717,0.12120315,-1.4306986,-0.74055314,0.13438965,0.13438965,1.3745577,-0.2487821,-0.8257716,1.5074685
-0.47823364,-0.92885035,-0.85404885,-1.4758476,0.16857314,-0.98957926,-0.5657435,-0.76167274,-0.98674667,-0.5408515,-1.0599864,-1.156084,0.43443933,-0.31447923,-0.8694992,-0.32692733,0.35404167,-0.49116603,-0.23596796,-1.1900636,1.4785435,0.86646265,-1.1078707,-0.38751993,-0.9004846,0.45225742,0.45225742,-1.0754308,-0.4848923,-0.07879211,1.0041997
-0.47823364,1.9947155,1.8265867,1.0684041,2.2127793,2.1598196,1.3774631,2.0118942,1.2060182,2.3797612,-0.10029269,0.577101,0.025488093,2.1434908,1.2054362,2.031851,1.1423895,2.3826993,1.7900244,0.8990527,-1.2944009,1.1361042,-1.2444345,-0.10557975,1.89032,-0.20171393,-0.20171393,-0.93131375,-0.3668372,1.4151669,0.5009311
2.0363154,0.6295536,-1.4752755,-0.34002098,-0.80415183,-0.3357421,-1.2165635,0.9937493,-1.334952,-0.18388768,2.8045568,-0.7840619,-0.05125046,0.39591673,-1.7394012,0.53096527,-1.2213732,0.19876017,-1.108839,-0.9265714,1.205347,0.48447037,-0.8347432,1.9243896,-0.7645429,-0.50723,-0.50723,1.6627916,0.105383195,-0.07879211,-0.0023376218
-0.47823364,-1.1220925,2.361863,-0.7489186,-1.5287495,-1.919592,-0.24701647,-1.5857458,-0.65943366,-0.85634977,-1.2260094,-1.6041516,1.1921924,-1.4642682,-1.4220517,-1.2939752,-1.1453775,-1.7320404,-1.2212603,-1.5351127,1.2281134,0.2822392,-1.1078707,2.1499417,-1.6601592,1.0541961,1.0541961,1.0863237,0.5776036,-1.572751,-0.0023376218
-0.47823364,-0.18705009,-0.45493203,-0.8731023,0.6409218,0.41292644,-0.6274326,-0.36670277,0.28304204,-0.113576636,-0.47467262,-0.16584884,0.5767856,0.2064778,0.5777192,0.036355227,0.1817707,0.14912519,0.1518855,-0.14236864,0.15354049,0.48447037,1.7599684,-1.4870867,0.19504611,0.7192653,0.7192653,-0.49896285,1.1678791,-0.07879211,1.0041997
0.77904093,-0.56106704,-0.49918377,-0.52175325,-0.22463857,-0.19099951,-1.3162942,0.21356174,-0.5897926,0.15685047,-1.1273527,0.1678768,-0.07394025,0.348557,-0.5677499,0.24102145,-1.0670338,0.14912519,-1.3417118,0.2654168,-0.60457975,0.05753787,0.39433068,-0.6271691,0.43494335,1.5002267,1.5002267,0.22162198,1.049824,0.6681874,-1.5121437
-0.47823364,-0.49873087,-0.21580231,-0.35516536,0.2864542,-0.24091074,-0.5883628,-0.5178641,-0.17426762,-0.14963359,-0.67345846,0.8955081,-1.10868,-0.12504031,-0.3144376,-0.47531036,-0.66357386,0.071363725,-0.97313046,0.25914317,0.30379856,-0.45927516,-0.8347432,-0.7822362,0.075097494,-1.5066706,-1.5066706,0.077505015,-1.6654433,0.6681874,1.0041997
-0.47823364,0.25553665,-1.196149,-0.067422606,-1.0094132,-0.28583086,-1.4324753,-0.27405548,-0.89157057,-0.16766205,0.86160976,-0.46237227,-0.36398417,-0.31447923,-1.2962682,0.3740545,-0.84352976,-0.19335616,-1.9439687,-0.13609502,-0.18795511,-0.66150635,-0.6298976,0.14816642,-0.5606302,1.4379885,1.4379885,1.0863237,1.2859342,0.6681874,-0.50560635
-0.47823364,-1.0535227,0.29479495,-0.93519413,0.29222462,-1.0844107,0.51381576,-0.7494823,-0.14873256,-0.8004615,0.8505661,-2.1561666,1.0298855,-0.36183897,0.40426242,-0.8385929,0.56505764,-0.9875158,-0.25122514,-2.2440321,0.5769951,0.48447037,-0.8347432,-1.5434747,-2.4438236,0.3158515,0.3158515,-0.49896285,0.2234383,-1.572751,-1.5121437
-0.47823364,0.23475793,0.13140382,-0.38545406,0.8882247,0.30811286,0.14368115,-0.17165586,-0.10462655,0.21634443,-0.47467262,-0.1494361,0.060807094,0.6800751,0.3028066,0.411333,-0.35699922,0.30299363,-0.15406102,-0.10786372,-0.6318994,1.0237535,-1.0395888,-0.3170349,0.5428971,-0.7772748,-0.7772748,-1.6518986,-0.7210025,0.6681874,1.5074685
2.0363154,0.024892857,1.9014742,0.34147498,1.3086398,0.05855667,1.8401314,0.120914474,2.1641245,-0.033049453,0.57944435,0.22203882,1.4546233,-0.73124486,1.931009,-0.8897595,1.7576125,-0.640071,2.1995592,0.2967849,0.22183962,1.1585743,0.80402195,2.0935538,1.1306454,1.6485413,1.6485413,-0.06661195,-1.6654433,-0.8257716,-1.008875
-0.47823364,1.9323794,0.27607304,1.5227346,-0.29882947,1.5924953,-0.3529161,1.6764134,0.27453035,2.536609,1.1353346,1.1515468,-1.720876,1.5325502,-0.29283732,1.4346641,-0.41106832,1.5438681,-0.9803575,1.1060822,0.33111823,-0.99855834,0.80402195,-0.7822362,0.7468098,-0.08585262,-0.08585262,1.0863237,0.9317689,1.4151669,-1.008875
-0.47823364,1.9323794,1.775527,1.08476,2.1964574,2.1265454,1.6242195,2.120145,1.2440886,2.3202672,0.35360157,0.6876134,0.029019995,2.100867,1.2780917,1.9463297,1.380074,2.2387576,1.5491216,0.9461048,-1.4651487,1.2596899,-1.2444345,1.5014794,2.0182652,-1.4968282,-1.4968282,-1.0754308,-0.4848923,1.4151669,-0.0023376218
-0.47823364,-0.18705009,-0.49918377,-0.76027685,0.3620877,0.2582016,-0.31898707,-0.45122308,-0.009450431,0.15685047,-0.3863234,0.02016217,-0.16812424,0.48590022,0.6281198,0.49685425,0.1817707,0.39730006,0.3446077,0.058387272,-1.7816013,0.05753787,2.7159147,0.8530169,0.17905296,0.4226821,0.4226821,-0.93131375,1.4039893,-0.07879211,-1.5121437
-0.47823364,-0.43016112,1.0002701,-0.08256696,0.8453589,-0.28583086,1.5409392,-0.56174964,1.1616801,-0.38400373,1.2273388,0.01469126,1.3229798,-0.6507333,0.86375916,-0.27064413,1.9406637,-0.19335616,1.7659341,0.33128983,-2.323441,-0.088517986,2.3745053,-1.1487584,0.43094507,-0.30795476,-0.30795476,-0.6430798,-0.95711267,-0.8257716,-1.5121437
2.0363154,-0.49873087,1.2028071,-0.11285567,0.7217074,-0.38565332,1.3548437,0.26232347,0.8873717,-0.27042437,0.25451544,-0.024152216,1.1988281,-0.707565,0.59081024,-0.4241438,1.1965044,-0.24299113,1.1717073,0.23091188,-2.284738,-0.35815957,2.2379415,0.14816642,0.1350718,-0.7042744,-0.7042744,-0.35484588,-0.95711267,-0.8257716,-1.5121437
-0.47823364,1.6206986,0.039496314,0.7503726,0.2534805,1.4610624,-0.027506094,1.6764134,0.3596472,1.1844734,-1.3581651,0.21602082,-1.0284095,1.3904711,-0.096471205,1.3851057,0.60674846,1.494233,-0.34035918,0.378342,0.35388458,0.035067737,-0.971307,-0.7822362,0.56288856,1.3888376,1.3888376,1.6627916,0.9317689,1.4151669,-1.008875
-0.47823364,-0.11848031,0.6905078,0.11430965,0.39361882,0.41043088,0.70582306,-0.03024687,-0.23114115,0.21634443,-0.119508654,0.7187976,-1.2378083,0.5332599,-0.3910204,0.6964038,-0.7082426,0.5511685,-0.108891755,0.8237692,-0.26991406,-1.8748934,-0.42505193,0.14816642,-0.38070726,-0.38652465,-0.38652465,0.65397286,-0.95711267,0.6681874,0.5009311
-0.47823364,0.37397534,-1.5133575,-0.040162764,-1.265784,0.32641363,-0.9698071,0.90110207,-1.4022717,0.48677152,0.3642771,0.06392947,-1.4127444,0.72269887,-0.73957026,0.29218802,-0.7468275,0.30299363,-1.0381743,0.25286958,1.2190068,-1.29067,0.3260488,0.14816642,-0.5446371,-1.6805314,-1.6805314,1.6627916,0.4595485,0.6681874,-0.50560635
-0.47823364,0.17034389,-1.5203782,-0.17494753,-1.3300828,-0.8348544,-0.894752,-0.29599828,-1.2293297,0.15685047,1.6530718,-1.8776972,0.6808161,-0.2671195,-1.7197646,-0.0335724,-1.2610787,-0.640071,-0.8358159,-1.7358687,1.8473587,0.34964958,-1.2444345,-1.3743106,-1.8680702,-0.19466774,-0.19466774,1.6627916,-0.012671906,-0.8257716,-1.008875
-0.47823364,-0.2078288,-0.02092436,-0.70802885,0.9772538,0.05855667,-0.50713885,-0.4154645,0.23661466,0.102765046,-0.37638408,0.31012052,-0.14329392,0.48590022,0.7655761,0.38940448,0.21827422,0.39730006,0.23138341,0.23091188,-2.205056,-0.12222318,3.6035793,-0.6976541,0.27901015,0.8502576,0.8502576,-0.35484588,1.4039893,-0.07879211,-1.5121437
-0.47823364,-0.24938625,-0.31792176,0.29452747,-0.15869111,-0.19099951,-0.53489894,-0.31794104,0.04394105,0.102765046,-0.66683227,-0.16037793,0.4665475,-0.07768057,-0.35371083,0.5480208,-0.044294924,0.44693506,-0.6350636,-0.5564277,0.7135933,0.933873,-0.971307,1.4168973,-0.07683743,-1.7247101,-1.7247101,-0.35484588,-1.7834984,0.6681874,0.5009311
-0.47823364,1.190579,-0.26686203,2.9202557,-1.6753178,1.4610624,-0.51639223,1.3399576,-0.31122836,0.8653695,-0.5420389,2.2840257,-1.720876,1.1536725,-0.08244505,0.8038536,0.098517075,1.2956932,0.2137172,1.7616757,-0.44976842,-1.4816662,-0.4933338,0.14816642,1.0786676,-0.2721737,-0.2721737,-0.49896285,-1.0751678,1.4151669,1.0041997
-0.47823364,-1.3652035,-0.8114991,-1.8438555,0.26089957,-1.0511365,-0.6274326,-0.6592731,-0.87067825,-0.995169,-0.38006532,-1.3694495,0.24082698,-0.9191051,0.13262261,-1.1455922,0.006938081,-1.0421143,-0.35641935,-1.4598293,0.0806881,0.79905224,-1.2444345,2.0089717,-1.2843202,1.1876996,1.1876996,-0.6430798,-0.7210025,-0.07879211,-0.0023376218
-0.47823364,-0.3054888,0.25139418,0.41568232,0.10509871,0.008645434,-0.257298,0.1696762,-0.009450431,0.48677152,1.0305777,0.51879674,-1.0167894,0.29646128,-0.019888412,-0.47531036,-0.7999817,0.66201997,-0.64309365,0.005061484,-0.38602257,-0.22333878,1.0088676,0.14816642,-0.068840854,1.5331488,1.5331488,-0.21072893,-1.0751678,0.6681874,-0.0023376218
-0.47823364,0.9412344,-0.2345242,-0.036755286,0.34292173,0.64584553,-0.50713885,-0.15540196,0.36815888,0.102765046,-0.35595334,-0.9032496,0.33714387,0.26201785,-0.13806511,0.74916935,-0.5122764,0.14912519,-0.5491416,-0.9987181,0.4950361,0.9788133,-1.2444345,-1.1769525,-0.61660624,0.48200056,0.48200056,1.5186747,1.049824,-0.07879211,0.5009311
0.77904093,0.81656206,-3.3755484,2.3087268,-4.4955606,0.4462006,-2.5716674,0.90110207,-2.3795679,0.81128407,-0.9134739,1.8195451,-1.720876,0.86951405,-1.86573,0.85502017,-1.5792357,0.645475,-1.5127527,1.7961806,0.8228719,-3.133221,-0.15192439,-0.52849,-0.7645429,0.8019604,0.8019604,0.077505015,-1.311278,1.4151669,-0.0023376218
-0.47823364,-0.11848031,1.3738571,0.34147498,0.65576,0.008645434,0.2639749,0.002260946,-0.13325676,0.21634443,0.12058043,0.9173918,-1.4065368,0.60429955,-0.19465427,0.44057104,-0.66357386,0.6008035,0.061948463,0.5696875,-0.19478503,-0.66150635,-0.42505193,-0.9936913,0.31499475,0.53302354,0.53302354,0.36573896,-0.95711267,0.6681874,0.5009311
-0.47823364,-0.18705009,-0.11453386,0.21577683,-0.48842838,-0.5536878,0.91376674,-1.049367,0.7542799,-1.3521328,0.23911567,-0.43447062,0.6762139,-1.3481053,0.5304277,-2.0614736,0.42320624,-1.2026007,0.5686473,-0.48114425,-1.0621839,-0.18963358,1.0771495,0.14816642,-0.6365977,1.501581,1.501581,0.65397286,-0.2487821,-1.572751,-0.0023376218
-0.47823364,-0.4758743,0.20033444,-1.0669501,1.0341334,0.3630152,0.10975215,-0.07413242,-0.009450431,0.37319216,-0.055013705,-0.7091104,0.006223184,0.348557,0.4839871,-0.2501775,-0.8599243,0.5015335,0.57748044,-0.468597,-0.5317274,0.65299636,0.39433068,0.14816642,-0.12481688,-0.8484816,-0.8484816,-1.0754308,-1.0751678,0.6681874,-0.0023376218
-0.47823364,0.3178728,-0.85404885,-0.34002098,-0.20980039,0.3630152,-0.71996623,-0.61051136,-0.22069499,-0.27042437,-0.8391133,-0.28785017,-0.096523,-0.5039182,-0.25552776,-0.21947756,0.75109744,-0.24299113,-0.2656793,-0.18628399,0.17403023,1.0349886,-0.8347432,-0.06328872,0.47092795,1.496459,1.496459,-1.5077816,1.6400995,0.6681874,1.0041997
-0.47823364,0.52566,-0.72639954,-0.34002098,-0.02926923,-0.03627468,-0.8042747,-0.40327406,-0.44644812,0.27042985,-0.85862374,-0.298792,0.30493632,-0.5039182,-0.665933,0.90107006,-0.5886456,0.0051837554,-0.9426161,-0.29293558,0.8046588,0.7091717,-1.1078707,-0.27474385,0.14706667,-0.049261026,-0.049261026,1.6627916,0.4595485,-0.07879211,1.5074685
0.77904093,-0.43016112,-1.8582234,-0.55204195,-1.6936182,0.2748387,-1.3265758,-0.27405548,-1.7040496,-0.27042437,-1.3802524,-0.58765614,-1.4566256,-0.36183897,-1.9704586,0.13357168,-1.6645386,-0.39189607,-2.844945,-0.3054828,0.08524137,-0.99855834,-0.8347432,0.14816642,-1.0044401,-1.6020191,-1.6020191,1.3745577,1.4039893,0.6681874,-0.0023376218
-0.47823364,-0.40938237,-0.15793462,-0.011388491,-0.08450022,-0.24091074,-0.53489894,-0.17165586,-0.017188327,0.818856,3.326112,0.8189153,-0.8925919,0.3756197,0.4502682,-0.40879384,-0.17045619,0.5511685,-0.17895432,0.20268059,-0.13331582,0.1811236,-1.0395888,-1.5434747,0.44693822,-1.0021933,-1.0021933,-0.21072893,-0.95711267,0.6681874,0.5009311
-0.47823364,1.1282429,-1.6710044,0.81095,-1.8659059,0.41292644,-1.1939441,1.096149,-1.433997,0.81128407,-1.1891972,0.24994048,-1.5647231,1.029184,-0.568311,1.4751588,-1.0374467,0.44693506,-1.968059,0.81122196,1.1825806,-1.6501921,-0.42505193,0.14816642,-0.19678605,-0.5135582,-0.5135582,1.3745577,-1.4293331,1.4151669,-0.50560635
-0.47823364,0.4363115,0.19267549,0.55349594,-0.093568,-0.38565332,1.0073285,0.10466056,0.61731917,-0.09374531,0.59183776,-0.79609793,1.2028952,-0.030320844,0.7800854,0.5991874,0.4297171,-0.47462103,0.2562767,-0.8952033,-1.0120978,1.0686938,-0.42505193,-1.0641764,-0.42868674,-0.9499286,-0.9499286,1.6627916,-0.6029474,-0.8257716,-0.0023376218
-0.47823364,-0.49873087,0.77730936,-0.25369817,0.69038236,-0.98957926,1.559446,-1.1826489,1.3431338,-0.58592266,-0.33846754,0.6531467,0.81984454,-0.35657677,0.7567396,-0.9179011,0.45469317,-1.1860557,1.7900244,1.0119779,0.8775112,-1.4704311,0.39433068,0.14816642,0.21903583,-1.4864061,-1.4864061,0.5098559,1.049824,-1.572751,-1.5121437
-0.47823364,-0.36782494,2.7107708,0.068876594,1.405088,-0.40395412,1.6118817,-0.56174964,1.6673516,-0.113576636,0.43581545,0.571083,0.38948786,-0.6559955,1.0581616,-0.5264769,0.80286413,-0.2975896,1.2921586,0.64810777,-1.0394175,-0.45927516,1.4868408,0.14816642,0.554892,-0.5788267,-0.5788267,0.65397286,-1.1932229,-0.8257716,1.0041997
-0.47823364,-1.2820886,-0.7944792,-1.2335379,-0.8354769,-1.2840556,-0.7816553,-1.3419373,-0.9697233,-1.2184645,-1.0902776,-1.3913331,0.99965036,-1.4984725,-1.0017191,-1.4277393,-0.81288147,-1.0421143,-1.110445,-1.1806531,0.6726138,0.75411195,-0.6298976,0.31733054,-0.9444658,0.9409506,0.9409506,-0.35484588,0.3414934,-0.8257716,0.5009311
-0.47823364,-0.3262675,0.039496314,-0.25369817,0.27738643,-0.24091074,-0.38067618,-0.46910238,0.028465258,-0.113576636,-0.64032745,0.8232921,-0.7365461,-0.04610742,0.0082574,-0.32692733,-0.43302533,0.10445371,-0.58848906,0.8802318,-0.2653608,-0.16716345,-0.42505193,-1.4447956,1.054678,0.42523876,0.42523876,0.9422068,-1.6654433,0.6681874,1.0041997
2.0363154,1.8762769,2.0027428,3.265547,0.3179441,2.9284527,1.6285378,2.1514919,1.4689299,2.3797612,-0.14336295,1.7653831,-0.7372953,2.100867,1.2316184,1.7760181,0.68820894,2.3558962,1.1154966,1.5954248,-1.1578027,0.080008,-0.42505193,-1.5434747,2.1382139,1.2389894,1.2389894,-0.35484588,-0.3668372,1.4151669,0.5009311
-0.47823364,0.024892857,-0.18346448,0.38690805,-0.57910615,-0.10282299,0.88395035,0.3647231,0.17393771,-0.8112786,0.0051742215,-1.4679259,1.3122771,-0.5039182,0.46644503,-0.9869759,0.48916873,-0.84357435,0.18400587,-1.2559366,1.3214555,0.58558595,-1.2444345,-0.7822362,-1.1363837,-1.6055193,-1.6055193,-0.21072893,0.105383195,-1.572751,1.5074685
-0.47823364,0.33657366,0.8215611,0.6413332,-0.002065905,0.8072252,0.861331,0.21356174,0.7403517,-0.38400373,0.19622947,-0.1001979,0.47425348,-0.39946362,-0.045852378,0.3842878,0.38990477,-0.24299113,0.013767909,0.102302626,-1.9819454,-0.59409595,2.9890423,0.063584365,-0.19678605,0.19390304,0.19390304,0.79808986,-0.95711267,-0.8257716,-1.5121437
-0.47823364,0.6087749,-0.6081112,-0.5671863,0.4430794,0.5077578,-0.53489894,-0.122894146,0.29851782,2.7488484e-06,-0.43160236,-1.0313472,0.40884197,0.26488814,0.23702395,0.44057104,0.25573835,0.14912519,-0.06733602,-0.76659405,0.44039682,0.58558595,-0.8347432,-0.9091093,-0.53664047,-0.14957866,-0.14957866,-1.5077816,1.1678791,-0.07879211,1.0041997
-0.47823364,-0.9756025,-1.2708238,-0.35516536,-1.4693968,-1.1343218,-1.1425365,-0.5178641,-1.1701348,-1.1952851,-0.46597576,-0.48316175,-0.6936282,-0.14060137,-0.85388345,-0.5981101,-0.9780164,-0.6897059,-0.3781006,-0.5062387,0.23549944,-1.7625428,2.0330958,-0.6412661,-1.852077,1.071912,1.071912,0.077505015,1.4039893,-0.8257716,1.5074685
0.77904093,-0.67950577,-0.5145017,-0.34002098,-0.4810093,-0.4405557,-0.8464289,-0.059503905,-0.31277594,-0.32450977,-0.8766617,-0.1164465,0.14348567,-0.36183897,-0.84920806,-0.4241438,-1.1265922,-0.14372118,-1.3754381,-0.10786372,-0.5157909,-0.12222318,1.2137133,-0.3170349,-0.14081003,0.5991301,0.5991301,-0.06661195,1.2859342,0.6681874,-0.50560635
7.0654135,-1.0119653,1.5704371,-0.41877165,0.9871459,-1.2391355,1.7249783,-0.9030817,1.7153265,-1.3521328,0.44195083,-0.2933211,1.0723219,-1.2948257,1.7421703,-2.0273626,1.0911565,-1.2902892,0.8962751,-0.27097788,-2.888047,0.765347,0.7357401,0.14816642,0.1990444,-1.1197225,-1.1197225,0.9422068,-0.6029474,-1.572751,-1.5121437
-0.47823364,0.6295536,-1.203808,0.38690805,-1.0407383,0.16337027,-1.2782526,-0.122894146,-0.47604555,-0.32450977,-0.58915854,0.24446957,-0.8509583,-0.56706446,-1.0586653,0.8038536,-1.1438832,0.05481873,-0.85990614,0.10857625,0.69993347,-0.72891676,-0.015360616,0.14816642,-0.28474838,-1.1129164,-1.1129164,0.65397286,0.4595485,-0.07879211,1.5074685
0.77904093,-0.7418419,0.22501332,-0.7489186,0.23616928,-0.98957926,0.7883322,-0.85432,0.3387549,-0.5408515,1.7158365,-0.8404123,1.1956173,-0.41393465,0.4980818,0.044882987,0.29010716,-0.8882458,0.11093203,-0.9265714,-1.0621839,0.88893276,0.80402195,2.1781359,-0.54863536,-1.5183163,-1.5183163,-1.5077816,-0.13072701,-0.8257716,-1.5121437
-0.47823364,-1.1220925,-0.26686203,-0.8564435,-0.33345187,-1.1892242,0.39043754,-0.74541885,-0.12551887,-1.2343467,1.2892447,-2.18188,1.0090152,-1.1664282,-0.3120376,-1.1455922,0.40580836,-1.3399241,-0.4021909,-2.2063904,0.08524137,0.5518808,-1.2444345,-1.5434747,-2.3478646,1.3052195,1.3052195,-1.3636646,0.3414934,-1.572751,-1.008875
-0.47823364,-1.0535227,1.1602572,-0.43543044,0.9525235,-1.2840556,1.4792502,-0.9030817,1.7083625,-1.0817057,0.59183776,0.38014817,0.9930147,-0.97751546,2.3401053,-2.1689234,1.2784772,-1.0917492,1.932157,0.54145616,0.24005271,0.035067737,2.4427872,-0.472102,0.76280296,-0.58982587,-0.58982587,-0.7871968,1.2859342,-1.572751,-0.50560635
